ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
32000
ITEM: BOX BOUNDS pp pp pp
0.0729137255 71.327086275
0.0729137255 71.327086275
0.0729137255 71.327086275
ITEM: ATOMS id type StructureType x y z Pair FaultType
1 1 0 -2.8960101307 2.4480528105 0.6666984967 9 0
2 2 0 -1.114655817 4.2294071242 0.6666984967 4 0
3 2 0 -1.114655817 2.4480528105 2.4480528105 4 0
4 2 0 -2.8960101307 4.2294071242 2.4480528105 4 0
5 1 0 0.6666984967 2.4480528105 0.6666984967 9 0
8 2 1 0.6666984967 4.2294071242 2.4480528105 4 0
81 1 0 -2.8960101307 6.0107614379 0.6666984967 11 0
83 2 1 -1.114655817 6.0107614379 2.4480528105 4 0
85 1 0 0.6666984967 6.0107614379 0.6666984967 8 0
841 1 0 -2.8960101307 2.4480528105 4.2294071242 9 0
842 2 1 -1.114655817 4.2294071242 4.2294071242 4 0
845 1 0 0.6666984967 2.4480528105 4.2294071242 12 0
921 1 0 -2.8960101307 6.0107614379 4.2294071242 12 0
925 1 1 0.6666984967 6.0107614379 4.2294071242 12 0
6 2 0 2.4480528105 4.2294071242 0.6666984967 4 0
7 2 0 2.4480528105 2.4480528105 2.4480528105 4 0
9 1 0 4.2294071242 2.4480528105 0.6666984967 9 0
12 2 1 4.2294071242 4.2294071242 2.4480528105 4 0
87 2 1 2.4480528105 6.0107614379 2.4480528105 4 0
89 1 0 4.2294071242 6.0107614379 0.6666984967 8 0
846 2 1 2.4480528105 4.2294071242 4.2294071242 4 0
849 1 0 4.2294071242 2.4480528105 4.2294071242 12 0
929 1 1 4.2294071242 6.0107614379 4.2294071242 12 0
10 2 0 6.0107614379 4.2294071242 0.6666984967 4 0
11 2 0 6.0107614379 2.4480528105 2.4480528105 4 0
13 1 0 7.7921157516 2.4480528105 0.6666984967 9 0
16 2 1 7.7921157516 4.2294071242 2.4480528105 4 0
91 2 1 6.0107614379 6.0107614379 2.4480528105 4 0
93 1 0 7.7921157516 6.0107614379 0.6666984967 8 0
850 2 1 6.0107614379 4.2294071242 4.2294071242 4 0
853 1 0 7.7921157516 2.4480528105 4.2294071242 12 0
933 1 1 7.7921157516 6.0107614379 4.2294071242 12 0
14 2 0 9.5734700654 4.2294071242 0.6666984967 4 0
15 2 0 9.5734700654 2.4480528105 2.4480528105 4 0
